alcohol	chlorides	citric acid	density	fixed acidity	free sulfur dioxide	pH	quality	residual sugar	sulphates	total sulfur dioxide	type	volatile acidity
10.1	0.054	0.49	0.9948	6.4	42	3.27	6	7.5	0.52	151	1	0.22
9.4	0.058	0.49	0.9965	6.9	39	3.65	4	1.6	0.52	166	1	0.26
8.8	0.053	0.28	1.0103	7.9	35	3.15	6	31.6	0.38	176	1	0.33
10.3	0.047	0.49	0.9954	6.7	54	3.23	6	8.3	0.4	191	1	0.26
11.8	0.055	0.34	0.9927	8.8	33	2.95	6	5.9	0.51	128	1	0.39
10.5	0.033	0.33	0.9922	7.9	20	3.12	7	1.2	0.38	72	1	0.18
9.3	0.138	0.31	0.9951	6.6	41	3.2	5	4.8	0.38	168	1	0.26
8.9	0.047	0.32	0.9961	6.2	65	3.17	5	8.8	0.47	224	1	0.27
10.1	0.034	0.2	0.9944	6.4	18	3.33	5	5.7	0.43	117	1	0.35
9.4	0.041	0.26	0.9949	6.7	118.5	3.55	3	1.55	0.63	216	1	0.25
9.7	0.05	0.3	0.9951	9	7	3.11	4	1.5	0.45	175	1	0.43
11.8	0.04	0.3	0.9927	7	41	3.28	6	4.2	0.49	213	1	0.24
9.8	0.055	0.3	0.9984	6.8	50	3.44	5	13.6	0.39	180	1	0.22
9.4	0.123	0.24	0.9953	6.8	35	3.07	5	6.6	0.48	116	1	0.3
10.8	0.046	0.31	0.9939	7	29	3.26	6	6	0.5	108	1	0.21
10.9	0.052	0.48	0.995	8.2	24	3.5	7	2.7	0.45	190	1	0.15
11.8	0.034	0.32	0.9924	7	28	3.23	6	6.4	0.44	97	1	0.3
8.7	0.052	0.23	0.9948	6.1	15	3.14	5	3.1	0.42	104	1	0.22
9.6	0.057	0.3	0.9978	6.9	50	3.39	6	9.6	0.38	185	1	0.16
9.1	0.133	0.58	0.9932	6.6	52	3.1	5	1.1	0.3	136	1	0.22
8.6	0.053	0.31	0.9977	6.1	46	3.16	5	12	0.48	238	1	0.34
9.7	0.045	0.3	0.9966	7.4	44	3.11	6	10.4	0.57	174	1	0.18
9.5	0.045	0.44	0.9967	6.1	53	3.24	6	12.3	0.54	197	1	0.255
9.7	0.039	0.23	0.99705	6.3	47	3.14	6	14.9	0.35	142	1	0.25
9.3	0.053	0.25	0.9961	6.7	54	3.22	5	8	0.43	202	1	0.27
10	0.048	0.07	0.9922	6.6	58	3.17	5	1.4	0.38	144	1	0.37
12.2	0.046	0.28	0.9918	7.7	33	3.16	7	4.5	0.56	102	1	0.43
10.9	0.059	0.26	0.9955	7.8	32	3.04	6	9.5	0.43	178	1	0.4
9.8	0.052	0.31	0.9953	8.4	47	3.24	5	5.4	0.38	150	1	0.17
10.5	0.051	0.37	0.9945	6.1	13	3.49	4	1.8	0.44	200	1	0.32
11.6	0.038	0.29	0.9932	6.7	54	3.33	7	6.8	0.46	127	1	0.24
8.7	0.073	0.29	0.9984	6.8	56	3.06	6	15.4	0.41	173	1	0.23
9.9	0.04	0.21	0.9956	6.4	35	3.39	6	7.1	0.58	162	1	0.26
9.3	0.049	0.22	0.9966	7.6	57	3.08	6	10.2	0.4	191	1	0.3
9.4	0.046	0.2	0.9944	7.6	9	3.15	5	3.4	0.41	116	1	0.38
12	0.029	0.3	0.9953	6.7	34	3.36	7	13.9	0.5	131	1	0.27
10.4	0.034	0.4	0.9944	7.1	13	3.42	5	1.5	0.6	84	1	0.32
10	0.051	0.23	0.9963	7.3	35	3.36	6	6.3	0.54	240	1	0.17
9.3	0.052	0.36	0.9984	6.5	53	3.44	6	11	0.55	247	1	0.34
9	0.049	0.2	0.998	7.4	44	3.27	5	11.5	0.44	157	1	0.44
9	0.041	0.58	0.9966	7.6	62	3.07	5	7.9	0.38	180	1	0.26
9	0.052	0.57	1.0007	8.7	34	2.98	5	17.8	0.82	243	1	0.49
11.4	0.042	0.25	0.992	7	48	3.25	6	1.7	0.42	189	1	0.24
10.3	0.058	0.39	0.9955	8.3	16	3.28	5	2.4	0.59	107	1	0.27
9.7	0.056	0.34	0.9946	8.9	13	3.14	5	1.6	0.47	176	1	0.34
10.5	0.042	0.3	0.994	7.1	25	3.43	6	2.4	0.61	122	1	0.25
10.2	0.255	0.44	0.9958	7.6	28	3.12	6	8.3	0.43	142	1	0.36
11.6	0.031	0.28	0.9948	6.9	34	3.1	6	13.8	0.37	137	1	0.37
10.4	0.048	0.22	0.9945	7	38	3.34	6	5.1	0.49	168	1	0.21
10.4	0.032	0.36	0.9921	8	21	3.08	6	1.2	0.37	78	1	0.2
9.2	0.043	0.61	0.9987	7.2	14	3.06	6	16.2	0.36	103	1	0.2
9	0.036	0.02	0.993	7	39	3.2	5	1	0.32	107	1	0.53
9.1	0.045	0.41	0.9989	7.6	44	3.18	5	13.7	0.64	197	1	0.33
9.1	0.04	0.35	0.9984	8.8	26	2.93	6	10.7	0.49	183	1	0.23
9.2	0.045	0.36	0.9958	6.6	54	3.08	5	8.1	0.42	180	1	0.25
12	0.033	0.3	0.9906	6.8	27	3	6	3.5	0.37	135	1	0.43
9.4	0.055	0.19	0.9953	7	27	3.29	5	4.9	0.41	127	1	0.12
10.4	0.032	0.36	0.993	7.6	6	3.15	4	1.6	0.4	106	1	0.26
10.5	0.052	0.28	0.9926	7.1	46	3.05	5	1.6	0.41	169	1	0.25
9.9	0.031	0.35	0.9928	7.2	27	3.33	5	1.2	0.34	84	1	0.16
9.5	0.041	0.44	0.9968	6.3	48	3.18	5	11.6	0.52	195	1	0.25
9	0.051	0.42	0.9932	6	61	3.02	5	1.1	0.4	197	1	0.45
10.2	0.046	0.31	0.9939	7.2	37	3.34	7	1.4	0.57	135	1	0.19
9.7	0.036	0.13	0.9996	8	49	2.96	5	17.2	0.46	219	1	0.25
13	0.028	0.36	0.9925	8.1	29	3.01	7	8.2	0.34	142	1	0.31
9.7	0.036	0.13	0.9996	8	49	2.96	5	17.2	0.46	219	1	0.25
9.9	0.027	0.33	0.9937	7.2	16	3.37	5	1.1	0.4	63	1	0.15
9.5	0.039	0.47	0.9959	9.5	21	2.9	5	1.3	0.64	123	1	0.21
9.5	0.044	0.35	0.997	8	53	3.09	7	9.2	0.56	186	1	0.23
11.7	0.03	0.3	0.9927	6.3	49	3.53	7	3.2	0.79	164	1	0.41
9.5	0.048	0.35	0.9959	6.8	76	3.24	6	7.8	0.43	197	1	0.27
10.5	0.044	0.26	0.9932	7.9	23	3.19	6	1.2	0.54	103	1	0.33
9.5	0.043	0.32	0.997	8	63	3.11	6	10.4	0.53	201	1	0.22
9.1	0.054	0.27	0.9939	6.4	5	3.24	4	1.1	0.52	110	1	0.43
9	0.055	0.31	1.0002	7.3	32	3.13	6	17.3	0.46	197	1	0.18
10.6	0.043	0.31	0.9941	7.4	58	3.42	6	2.4	0.68	178	1	0.26
10	0.043	0.39	0.9948	7.2	21	3.52	5	1.8	0.47	159	1	0.15
11.1	0.064	0.46	0.9924	6.8	37	3.37	5	1.4	0.45	160	1	0.18
12.5	0.023	0.33	0.991	6.3	28	3.3	7	4.7	0.38	110	1	0.41
11.8	0.026	0.3	0.993	9	14	2.94	5	8.1	0.36	71	1	0.55
11	0.034	0.41	0.9951	9.5	22	3.06	6	2.3	0.52	145	1	0.42
10.8	0.024	0.2	0.9916	6.5	29	3.24	6	1.4	0.54	101	1	0.25
10.7	0.042	0.26	0.9944	7.6	32	3.14	5	6.5	0.47	160	1	0.29
9	0.029	0.27	0.9949	5.5	22	3.34	5	4.6	0.44	104	1	0.14
8.7	0.042	0.27	1.0001	6.8	41	3.3	5	18.15	0.36	146	1	0.21
12.4	0.026	0.29	0.9918	8.6	19	3.01	5	4.1	0.38	101	1	0.485
10.2	0.051	0.29	0.9939	7.7	25	3.16	5	4.3	0.39	142	1	0.28
10.2	0.051	0.29	0.9939	7.6	26	3.16	5	4.4	0.39	146	1	0.29
9.5	0.042	0.28	0.9952	6.6	51	3.3	6	4.9	0.75	180	1	0.22
10.3	0.049	0.36	0.996	7.6	38	3.6	5	2.4	0.46	123	1	0.18
9.6	0.039	0.32	0.9948	6.8	10	3.3	5	1.6	0.67	124	1	0.36
10.5	0.042	0.3	0.9931	5.9	25	3.68	6	1.4	0.72	119	1	0.17
9.4	0.052	0.53	0.9986	6.6	22	2.94	5	15.1	0.35	136	1	0.22
10.6	0.043	0.3	0.9951	6	43	3.63	5	6.7	0.46	153	1	0.16
9	0.057	0.47	1.0005	8.5	40	3.02	5	15.2	0.66	234	1	0.24
9.1	0.056	0.36	1	7.4	72	3.42	6	13.1	0.35	163	1	0.18
10.8	0.04	0.32	0.993	7.7	26	3.21	5	1.2	0.56	117	1	0.26
9.9	0.051	0.33	0.998	6.9	59	3.39	5	12.6	0.38	173	1	0.26
12.2	0.035	0.28	0.9918	7.7	36	3.19	7	4.9	0.58	109	1	0.39
9.6	0.056	0.3	0.9954	7.2	26	3.44	6	6.8	0.4	105	1	0.115
12.4	0.03	0.28	0.99	6.8	29	3.23	7	4	0.46	79	1	0.37
9.4	0.087	0.23	0.9948	9.9	19	2.77	6	2.4	0.44	115	1	0.49
11.6	0.028	0.28	0.998	8.4	55	2.96	5	18.8	0.35	130	1	0.22
9.2	0.042	0.13	0.996	6.9	11	3.23	5	7.8	0.37	117	1	0.32
10.1	0.041	0.24	0.9956	6.4	29	3.29	6	9.8	0.47	109	1	0.33
9.9	0.041	0.34	0.9981	8.5	32	3.13	6	13.8	0.4	161	1	0.28
10	0.051	0.37	0.9941	7.8	16	3.32	5	1.3	0.62	96	1	0.3
12.5	0.027	0.36	0.9898	6.5	36	3.28	7	2.2	0.36	134	1	0.24
8.9	0.046	0.61	0.9982	7.7	64	3.07	5	12	0.46	179	1	0.27
9	0.06	0.2	0.9983	6.4	37	3.13	4	14.9	0.45	162	1	0.34
10.6	0.031	0.24	0.99397	7.5	28	3.16	7	7.1	0.38	141	1	0.31
9	0.06	0.2	0.9983	6.4	37	3.13	4	14.9	0.45	162	1	0.34
10.6	0.047	0.29	0.99243	7.4	16	3.28	6	1.7	0.45	100	1	0.2
9	0.048	0.18	0.9962	6.3	45	3.23	5	7.7	0.47	186	1	0.27
10.5	0.042	0.29	0.99384	7.4	34	3.54	7	1.4	0.6	101	1	0.18
10.4	0.039	0.35	0.99212	7.1	24	2.97	5	1.4	0.68	128	1	0.14
9	0.061	0.31	0.99475	6.5	20	3.18	6	4.1	0.45	134	1	0.36
8.5	0.034	0.3	0.99642	6.3	35	3.47	6	5.9	0.4	152	1	0.2
10.4	0.035	0.28	0.99486	6.2	28	3.4	6	8.5	0.42	108	1	0.25
10.5	0.051	0.25	0.99382	7.3	41	3.53	7	1.4	0.66	107	1	0.19
9.5	0.049	0.26	0.99907	7.4	67	3.06	5	15.6	0.68	210	1	0.33
9.5	0.049	0.26	0.99907	7.4	67	3.06	5	15.6	0.68	210	1	0.33
9.5	0.049	0.26	0.99907	7.4	67	3.06	5	15.6	0.68	210	1	0.33
12.6	0.037	0.28	0.99148	7.3	26	3.16	7	6.5	0.58	97	1	0.4
9.5	0.042	0.42	0.99674	6.5	66	3.24	6	10.6	0.53	202	1	0.29
9.1	0.051	0.18	0.9975	6.9	26	3.23	5	11.8	0.48	126	1	0.44
9.4	0.06	0.2	0.9944	7.5	15	3.06	6	1.4	0.4	168	1	0.42
12.2	0.04	0.3	0.99173	7	40	3.33	7	5	0.42	143	1	0.36
10	0.049	0.2	0.99378	5.6	18	3.21	5	2.2	0.68	134	1	0.295
9.8	0.035	0.34	0.99232	8.1	11	3.14	6	1.3	0.5	126	1	0.28
11.1	0.041	0.34	0.99335	7.6	42	3.35	6	1.8	0.66	148	1	0.2
9.8	0.054	0.4	0.99445	7.6	29	3.19	5	2.2	0.53	175	1	0.3
9.7	0.051	0.3	0.99756	7.2	40	3.48	5	8.4	0.62	167	1	0.34
9.5	0.041	0.26	0.99509	7	21	3.22	6	7.2	0.55	90	1	0.23
12.2	0.029	0.31	0.99077	8.3	14	2.95	6	2	0.77	141	1	0.26
9.5	0.168	0.4	0.99782	7.9	19	3.06	5	10.1	0.62	184	1	0.46
10.4	0.037	0.3	0.99698	7.4	70	3.25	6	14.9	0.37	169	1	0.34
10.2	0.042	0.42	0.99518	7	37	3.5	6	5.1	0.59	144	1	0.23
8.7	0.042	0.68	0.99841	7.6	56	3.05	5	12.9	0.41	160	1	0.2
12	0.042	0.26	0.99114	6.8	28	3.38	8	2.7	0.51	83	1	0.46
11.8	0.037	0.27	0.9916	6.5	13	3.17	6	4.9	0.41	101	1	0.19
9.6	0.046	0.46	0.99587	9.8	23	3.04	5	1.8	0.67	130	1	0.16
10.1	0.047	0.26	0.99622	7	30	3.38	6	6.85	0.58	220	1	0.16
9.5	0.032	0.16	0.99274	6.3	25	3.16	5	0.9	0.42	98	1	0.41
9.1	0.07	0.41	1.00118	6.1	67	3.39	5	19.35	0.53	207	1	0.36
13.3	0.031	0.32	0.99176	8.1	23	3.05	7	7.9	0.46	118	1	0.4
9.5	0.045	0.43	0.9969	6.8	53	3.26	5	11.75	0.55	198	1	0.26
9.2	0.096	0.18	0.99771	6.2	28	3.56	5	7.7	0.72	210	1	0.44
9.8	0.04	0.28	0.99558	8.1	70	3.14	6	7.5	0.55	230	1	0.34
9.8	0.034	0.35	0.99441	6.4	9	3.17	4	5.6	0.5	148	1	0.35
10	0.05	0.28	0.99437	8	34	3.13	6	4.8	0.5	150	1	0.26
9.9	0.042	0.37	0.9979	7.3	36	3.48	6	9.7	0.75	130	1	0.27
9.2	0.063	0.32	0.998	7.6	32	3	5	14.6	0.45	201	1	0.285
9.8	0.042	0.26	0.99612	6.5	21	3.43	6	8.2	0.64	133	1	0.27
9.6	0.031	0.33	0.99692	7.8	47	3.07	6	10.4	0.58	194	1	0.32
9.5	0.053	0.33	0.99402	8.2	11	2.89	5	2.6	0.49	71	1	0.26
10.1	0.029	0.34	0.99155	5.2	26	3.25	6	0.8	0.51	77	1	0.16
10.7	0.032	0.23	0.99571	8.8	12	3.13	6	10.3	0.4	97	1	0.24
9.5	0.047	0.37	0.99542	6.3	58	3.19	6	7.9	0.48	215	1	0.27
8.8	0.079	0.32	0.99662	6.7	37	3.02	5	10.3	0.45	122	1	0.24
11.9	0.034	0.27	0.99088	7.9	25	2.97	6	1.7	0.51	122	1	0.27
9.3	0.074	0.24	0.99922	6.1	32	3.19	6	19.95	0.44	174	1	0.28
11.4	0.039	0.31	0.99376	6.9	37	3.32	6	7	0.49	175	1	0.26
9.7	0.044	0.34	0.99526	6.6	63	3.22	6	7.7	0.48	212	1	0.32
12.3	0.032	0.31	0.99166	7.1	36	3.35	7	5.2	0.47	140	1	0.34
9.2	0.045	0.45	0.99573	6.2	46	3.26	6	7.5	0.46	203	1	0.28
9.5	0.034	0.29	0.99683	7.3	61	3.14	6	11.3	0.56	224	1	0.51
9.2	0.04	0.55	0.99596	6.3	67	3.24	5	8.1	0.5	216	1	0.24
9.7	0.054	0.23	0.99898	7.5	28	3.18	5	14.8	0.49	174	1	0.41
10.5	0.036	0.12	0.99239	5.8	57	3.38	6	1.6	0.59	163	1	0.3
9.4	0.049	0.27	0.99502	6.7	8	3.16	4	7.1	0.38	178	1	0.54
10.7	0.043	0.3	0.99207	6.8	19	3.17	7	1.7	0.46	95	1	0.23
9.2	0.046	0.25	0.99828	6.5	15	3.15	6	17.3	0.42	110	1	0.23
9.2	0.046	0.25	0.99828	6.5	15	3.15	6	17.3	0.42	110	1	0.23
11	0.036	0.3	0.99269	6.9	28	3.24	6	1.8	0.48	117	1	0.32
9.6	0.046	0.38	0.99662	6.7	26	3.32	5	7.5	0.54	175	1	0.5
9.4	0.052	0.14	0.99475	6.2	27	3.21	5	4.8	0.48	128	1	0.33
9.5	0.045	0.42	0.99544	6.3	62	3.2	6	7.1	0.53	209	1	0.26
9.3	0.052	0.47	0.99944	7.5	51	3.09	5	16.9	0.62	188	1	0.2
11.1	0.03	0.26	0.99106	6.9	11	3.06	6	2.3	0.42	103	1	0.32
9.6	0.052	0.22	0.99696	6.9	36	3.08	5	10	0.46	131	1	0.28
11.1	0.03	0.26	0.99106	6.9	11	3.06	6	2.3	0.42	103	1	0.32
11.4	0.028	0.28	0.99182	6.6	39	3.34	5	1.8	0.46	132	1	0.24
12.6	0.014	0.27	0.98914	5.8	45	3.4	7	1.7	0.56	104	1	0.3
9	0.062	0.3	0.99808	6.8	19	3	7	12.8	0.52	171	1	0.18
9	0.062	0.3	0.99808	6.8	19	3	7	12.8	0.52	171	1	0.18
10.8	0.038	0.29	0.99296	7.3	32	3.2	5	1.5	0.55	144	1	0.32
10.6	0.042	0.34	0.99366	8.2	18	3.24	5	1.2	0.39	167	1	0.52
11.7	0.023	0.34	0.98958	6.4	56	3.18	6	1.4	0.7	115	1	0.22
11.7	0.023	0.34	0.98958	6.4	56	3.18	6	1.4	0.7	115	1	0.22
11.3	0.025	0.29	0.99159	6.7	37	3.31	7	2.8	0.63	107	1	0.3
10.8	0.024	0.33	0.99558	8.9	47	3.13	6	8.1	0.46	202	1	0.26
9.4	0.05	0.52	0.99628	6.6	29	3.07	5	10.1	0.4	140	1	0.36
10.3	0.039	0.41	0.99678	6.5	47	3.28	7	14.2	0.72	129	1	0.18
9.4	0.05	0.52	0.99628	6.6	29	3.07	5	10.1	0.4	140	1	0.36
10.3	0.039	0.41	0.99678	6.5	47	3.28	7	14.2	0.72	129	1	0.18
8	0.033	0.21	0.99332	4.5	89	3.34	5	0.95	0.42	159	1	0.19
8.6	0.065	0.2	0.99884	6.8	61	3.13	5	16	0.45	186	1	0.44
12.8	0.062	0.26	0.98974	8.2	26	3.1	6	2.1	0.47	87	1	0.32
9	0.034	0.27	0.99773	7.2	40	3.2	5	11.4	0.44	174	1	0.24
8.7	0.044	0.73	1.00013	8.7	27	2.96	5	14.35	0.88	191	1	0.31
11.8	0.028	0.37	0.99132	7.4	28	3.14	6	1.2	0.61	89	1	0.2
10.6	0.042	0.35	0.99642	6.1	55	3.24	5	15.8	0.37	158	1	0.15
8.7	0.042	0.27	0.99786	6.4	45	3.14	5	11	0.46	148	1	0.28
11.3	0.041	0.26	0.99154	7.2	46	3.19	6	1.5	0.56	178	1	0.3
12.9	0.03	0.31	0.98892	5.9	38	3.4	7	2	0.41	142	1	0.34
10.3	0.032	0.25	0.99334	7.2	23	2.93	7	5.6	0.66	120	1	0.35
12.9	0.029	0.29	0.98944	8	52	3.03	6	2.4	0.33	119	1	0.17
12.1	0.03	0.25	0.99367	7.6	15	3.1	6	9.5	0.44	136	1	0.32
11.2	0.026	0.29	0.99183	6.6	35	3.37	6	1.8	0.48	128	1	0.21
10.7	0.03	0.27	0.99388	6.2	26	3.2	6	10.3	0.36	108	1	0.28
10.3	0.036	0.25	0.99256	6.7	28	3.3	6	1.6	0.54	143	1	0.23
8.8	0.048	0.5	0.99904	6.5	36	3.02	6	16.4	0.49	182	1	0.22
9.3	0.041	0.25	0.99428	6.9	26	3.18	6	3.3	0.5	124	1	0.3
8.9	0.044	0.34	0.99976	7.8	66	3.22	5	13.7	0.75	184	1	0.25
9.3	0.044	0.42	0.9958	6.8	56	3.22	6	7.4	0.48	189	1	0.23
8.9	0.044	0.34	0.99976	7.8	66	3.22	5	13.7	0.75	184	1	0.25
10	0.028	0.29	0.99168	5.2	18	3.24	6	1.1	0.54	69	1	0.28
10.9	0.029	0.31	0.99276	7.5	53	3.03	6	6.5	0.38	160	1	0.18
12.3	0.03	0.27	0.99172	7.6	32	3.22	7	5.2	0.62	101	1	0.4
9.8	0.036	0.31	0.99278	5.3	22	3.41	6	3.6	0.5	91	1	0.2
11.4	0.035	0.31	0.99053	6.5	24	3.27	7	1.7	0.69	79	1	0.29
10	0.057	0.33	0.99693	7.3	48	3.1	6	11.8	0.55	127	1	0.26
9.2	0.038	0.26	0.99477	5.6	18	3.36	5	4.3	0.46	97	1	0.12
9.5	0.05	0.3	0.99612	7.9	58	3.12	6	7.4	0.37	152	1	0.16
12	0.034	0.37	0.98952	6.9	36	2.93	6	1.8	0.59	95	1	0.16
9.5	0.05	0.3	0.99612	7.9	58	3.12	6	7.4	0.37	152	1	0.16
10.8	0.052	0.24	0.99374	6.3	36	3.8	6	1.7	0.66	135	1	0.2
11.7	0.045	0.32	0.99352	7	37	3.09	8	10.05	0.33	131	1	0.36
12.2	0.036	0.34	0.99032	6.2	4	3.4	5	1.9	0.44	117	1	0.235
9.4	0.066	0.42	0.99552	6.9	41	3.12	5	6.2	0.54	176	1	0.4
9.4	0.065	0.43	0.99552	6.9	42	3.11	5	6.2	0.53	178	1	0.4
9.2	0.047	0.51	0.99604	6.6	61	3.22	5	8	0.49	189	1	0.25
9.4	0.046	0.44	0.99584	6.8	52	3.2	5	8.2	0.51	183	1	0.26
10.5	0.038	0.31	0.9923	5.6	8	3.3	6	5.3	0.39	79	1	0.15
10.1	0.026	0.34	0.9934	6.7	27	3.34	6	1.6	0.58	109	1	0.16
11.4	0.042	0.34	0.99052	6	63	3.44	6	2	0.42	123	1	0.21
9.2	0.152	0.82	0.99312	6.7	49	2.99	5	1.2	0.38	120	1	0.325
10.5	0.048	0.22	0.99256	6.3	41	3.16	6	3.3	0.5	161	1	0.25
11	0.031	0.3	0.99095	6.6	13	3.17	6	1.1	0.58	73	1	0.17
11.2	0.041	0.27	0.9909	6.2	51	3.28	6	1.4	0.38	117	1	0.15
10.4	0.05	0.3	0.99581	7.3	35	3.21	6	9.3	0.5	154	1	0.26
12	0.034	0.58	0.98984	5.6	29	3.51	7	1.25	0.6	129	1	0.18
10.6	0.028	0.39	0.99156	5.3	40	3.57	6	1	0.59	101	1	0.16
11.7	0.029	0.3	0.98883	5.7	24	3.18	6	1.1	0.39	88	1	0.37
10.5	0.04	0.34	0.9918	8.5	5	3.04	4	0.7	0.37	25	1	0.22
10.2	0.041	0.3	0.9932	6.9	40	3.16	6	4.7	0.35	148	1	0.2
10.3	0.055	0.39	0.99652	7	42	3.37	5	7.5	0.54	218	1	0.31
9.4	0.036	0.14	0.99622	6.2	38	3.27	5	8.9	0.5	155	1	0.36
11.4	0.023	0.28	0.98993	7.1	3	2.95	4	1.25	0.3	89	1	0.27
10.7	0.036	0.34	0.99397	7.1	49	3.21	6	7.8	0.4	128	1	0.29
9.8	0.039	0.29	0.99564	7	41	3.19	8	10.3	0.38	98	1	0.12
10.7	0.036	0.34	0.99397	7.1	49	3.21	6	7.8	0.4	128	1	0.29
9.4	0.049	0.48	0.99582	6.8	55	3.21	6	6.2	0.45	182	1	0.26
9	0.042	0.25	0.9929	6	8	3.08	5	1.8	0.55	108	1	0.28
9	0.042	0.25	0.9929	6	8	3.08	5	1.8	0.55	108	1	0.28
12	0.034	0.38	0.99026	8.1	36	2.8	6	0.9	0.55	86	1	0.12
13.2	0.016	0.26	0.98951	7.3	26	2.84	7	5.45	0.54	90	1	0.4
11	0.04	0.34	0.99634	7.7	41	3.07	7	14.05	0.59	114	1	0.11
12.2	0.034	0.26	0.99119	6.7	39	2.99	7	7.9	0.3	123	1	0.36
10.4	0.05	0.31	0.99596	7	29	3.28	6	8	0.57	213	1	0.2
10.9	0.039	0.28	0.99469	6.7	29	3.11	7	10.2	0.45	115	1	0.18
11	0.036	0.32	0.99096	6.2	74	3.22	6	1.1	0.41	184	1	0.16
8.8	0.054	0.5	0.99941	6.5	50	2.94	6	18.1	0.64	221	1	0.2
11	0.04	0.34	0.9976	7	12	3.07	6	19.8	0.38	67	1	0.45
10.7	0.042	0.37	0.99581	7	36	3.05	6	12.85	0.55	105	1	0.13
11.3	0.027	0.45	0.99054	6.5	43	3.02	6	2.1	0.52	104	1	0.23
9.4	0.037	0.41	0.99882	6.2	58	3.25	6	16.8	0.57	173	1	0.33
9.4	0.037	0.42	0.99884	6.3	57	3.26	6	17.2	0.57	170	1	0.33
9.9	0.034	0.26	0.99324	5.7	21	3.09	6	5.5	0.57	99	1	0.12
9.6	0.039	0.24	0.99452	6.2	138.5	3.53	4	1.7	0.53	272	1	0.255
11.9	0.036	0.31	0.99152	5.8	7	3.2	6	5.9	0.43	73	1	0.15
9	0.038	0.8	0.99778	7.4	77	2.95	5	12.3	0.48	183	1	0.21
9.8	0.045	0.38	0.9975	7	54	3.18	6	15.3	0.42	120	1	0.15
12.5	0.029	0.43	0.99118	7	6	3.08	8	6.1	0.5	76	1	0.53
12.5	0.03	0.43	0.99164	6.8	30	3.08	8	7.6	0.59	110	1	0.28
12	0.039	0.41	0.99052	6.7	48	3.25	5	2.9	0.43	122	1	0.24
12.1	0.028	0.35	0.99022	7.1	35	2.96	5	3.5	0.33	91	1	0.28
11.9	0.029	0.51	0.9903	6	10	3.46	6	1.2	0.42	102	1	0.35
11.3	0.03	0.35	0.99146	6.6	33	3.22	6	2.6	0.72	78	1	0.17
10.5	0.036	0.4	0.9951	8.5	24	3.02	6	9.9	0.42	88	1	0.23
10.9	0.038	0.34	0.99432	7	25	3.11	6	10.9	0.34	84	1	0.26
10.3	0.047	0.46	0.99709	7.6	33	3.03	5	14.7	0.53	151	1	0.35
11.3	0.04	0.32	0.99182	6.3	37	3.24	6	4.2	0.43	117	1	0.17
12.9	0.03	0.27	0.98892	5.6	31	3.35	6	1.7	0.37	103	1	0.18
12.2	0.037	0.22	0.99156	5.5	10	3.46	5	5.5	0.44	86	1	0.18
11.2	0.04	0.27	0.99026	5.6	52	3.5	5	0.9	0.39	103	1	0.19
10.8	0.042	0.43	0.99293	6.9	34	3.05	6	6.4	0.51	115	1	0.22
9.3	0.045	0.29	0.99658	6.2	33	3.18	6	4.3	0.42	126	1	0.19
12.7	0.038	0.32	0.9911	5.9	9	3.22	7	8.1	0.36	34	1	0.33
12	0.045	0.5	0.9904	7.8	35	3.16	6	1.3	0.4	140	1	0.17
8.8	0.039	0.36	0.99946	6.2	37	3.23	6	17.2	0.43	130	1	0.23
13.1	0.035	1.23	0.99018	7.6	51	3.03	6	4.6	0.43	294	1	0.25
12.3	0.029	0.33	0.98994	5.8	30	3.25	6	3.7	0.42	88	1	0.29
12.7	0.019	0.37	0.99036	7.1	39	3.08	7	4.8	0.49	114	1	0.36
12.5	0.031	0.37	0.99076	5.2	42	3.25	6	6.2	0.41	133	1	0.34
9.9	0.043	0.26	0.9936	5.7	28	3.06	6	6.3	0.58	113	1	0.16
12	0.048	0.39	0.99044	7.3	24	2.94	6	2.3	0.35	87	1	0.2
12.4	0.036	0.34	0.99123	6.7	39	2.99	8	7.5	0.32	124	1	0.33
9.5	0.051	0.35	0.99422	7.6	23	3.1	6	4.3	0.44	98	1	0.15
11	0.055	0.36	0.99318	7	42	3.11	8	6.4	0.5	123	1	0.17
11	0.036	0.32	0.99111	5.7	7	3.26	5	1.2	0.48	89	1	0.16
12.5	0.027	0.44	0.99124	7.9	47	2.96	6	6.5	0.37	126	1	0.34
12	0.032	0.4	0.99214	6.8	40	3.18	7	6.3	0.53	121	1	0.21
12.4	0.033	0.36	0.991	6.8	28	3.11	7	5	0.4	156	1	0.45
12.9	0.031	0.39	0.9913	6.6	22	3.15	7	6.75	0.8	98	1	0.29
9	0.053	0.23	0.99458	5.8	29	3.13	5	5	0.52	106	1	0.33
12	0.043	0.44	0.99452	8.2	52	3.04	6	12.4	0.33	154	1	0.3
11.5	0.104	0.33	0.99057	7.1	20	3.19	6	1	0.64	54	1	0.14
11.1	0.044	0.46	0.99127	7.2	48	2.97	5	1.3	0.45	111	1	0.13
12	0.037	0.34	0.9899	6.6	41	3.01	6	1.1	0.68	115	1	0.16
10.4	0.054	0.34	0.99338	6.6	22	3.26	6	3	0.47	141	1	0.25
11.2	0.045	0.28	0.9913	5.7	57	3.22	6	3.7	0.27	151	1	0.15
11.1	0.039	0.37	0.9921	6.4	41	3.18	7	4.5	0.4	147	1	0.25
